,e1_in,e1_out,e1_error,e2_in,e2_out,e2_error,e_in,e_out,e_error,e_in_obs,e_out_obs,e_obs_error,mag_in,mag_out,delta_mag
0,0.0032373873982578516,-0.038952797651290894,-0.042190185049548745,0.06971164792776108,0.010243681259453297,-0.05946796666830778,0.06978677907720426,0.04027720758205176,-0.0295095714951525,0.045043347681606824,0.02525754491590404,-0.019785802765702784,26.336102319069006,26.367054,0.030951666526696897
1,-0.043223392218351364,-0.023765375837683678,0.019458016380667686,-0.15687865018844604,-0.16695918142795563,-0.010080531239509583,0.16272422228976932,0.1686421102566004,0.00591788796683107,0.10269302309383972,0.1206576036527055,0.01796458055886578,25.190753980225704,25.226816,0.03606219714245995
2,0.15132732689380646,0.1419273465871811,-0.009399980306625366,0.014572689309716225,-0.0505460761487484,-0.06511876545846462,0.15202737627987425,0.15065947538509783,-0.0013679008947764248,0.1256260509320465,0.12101021283394353,-0.004615838098102981,26.166005363873424,26.1915,0.025494346209583796
3,-0.3759930431842804,-0.36348578333854675,0.012507259845733643,-0.16618937253952026,-0.17255589365959167,-0.006366521120071411,0.4110835390380593,0.4023648234201112,-0.00871871561794807,0.4178363547074049,0.43662958821595743,0.018793233508552554,23.56187704630015,23.623165,0.061288084315084035
4,-0.23254776000976562,-0.15829139947891235,0.07425636053085327,-0.03944737836718559,-0.05429793894290924,-0.014850560575723648,0.2358697868435113,0.16734525186703242,-0.06852453497647887,0.16835618157502613,0.13917207296645026,-0.02918410860857587,26.218799445545955,26.21243,-0.006370398915095166
5,-0.0031202053651213646,-0.036439113318920135,-0.03331890795379877,0.028980718925595284,0.033596593886613846,0.004615874961018562,0.029148203220179608,0.049563495641965785,0.020415292421786177,0.03272729086857752,0.0557645252167817,0.023037234348204177,25.359462761792667,25.36554,0.006076788988583104
6,0.5091110467910767,0.46990129351615906,-0.0392097532749176,-0.2030724436044693,-0.20178034901618958,0.0012920945882797241,0.5481172094691027,0.5113927403642475,-0.03672446910485516,0.30384641823029856,0.29522734940939843,-0.008619068820900133,26.062155411558244,26.117641,0.055486037416365264
7,-0.00813887920230627,0.0036453823558986187,0.01178426155820489,0.09345726668834686,0.1270800232887268,0.033622756600379944,0.0938109911019307,0.12713229775153143,0.03332130664960073,0.09931110050674945,0.1594567564876667,0.06014565598091724,26.780972122657296,26.81023,0.029258132469657028
8,0.08223621547222137,-0.023736311122775078,-0.10597252659499645,0.47486305236816406,0.46738848090171814,-0.007474571466445923,0.4819312333099022,0.4679908167318381,-0.013940416578064052,0.29776031355916777,0.3116659946664496,0.013905681107281853,25.879371743827342,25.988956,0.10958470758867378
9,0.3999779522418976,0.28307318687438965,-0.11690476536750793,-0.434373140335083,-0.407006174325943,0.027366966009140015,0.5904764070851463,0.49576653282231853,-0.09470987426282773,0.28766172243568755,0.24484208617542913,-0.04281963626025842,26.020134017234653,26.026476,0.006341889137416956
10,0.17018109560012817,0.15442420542240143,-0.015756890177726746,-0.020583903416991234,-0.02954462729394436,-0.008960723876953125,0.1714214175053397,0.15722506232238587,-0.01419635518295384,0.11119038419463559,0.09427802835399879,-0.0169123558406368,25.48670554080904,25.485905,-0.0008008472055252014
11,0.3894391655921936,0.27000829577445984,-0.11943086981773376,0.380666583776474,0.22115549445152283,-0.15951108932495117,0.5445823277532932,0.3490189572403278,-0.1955633705129654,0.22207159247441371,0.14864264665730006,-0.07342894581711365,26.51561064501695,26.514204,-0.0014066197483941778
12,-0.2658539414405823,-0.2770545482635498,-0.01120060682296753,0.6760110259056091,0.5702451467514038,-0.10576587915420532,0.7264084424932344,0.6339863958375209,-0.09242204665571352,0.41074703382602656,0.4279395700321259,0.01719253620609934,26.82235248236702,26.824913,0.0025605425353241174
13,0.307140588760376,0.02977631986141205,-0.27736426889896393,0.26065030694007874,-0.02129138447344303,-0.28194169141352177,0.40283237676734435,0.03660535858703057,-0.3662270181803138,0.07470862130887108,0.00909805002415138,-0.0656105712847197,26.789310448773264,26.73468,-0.054630272992014284
